day,store,sales,date,week_id,price,weekday,wday,month,year,snap_CA,snap_TX,snap_WI
d_1307,CA1,35,1307,11430,1.68,Wednesday,5,8,2014,0,0,0
d_1308,CA1,45,1308,11430,1.68,Thursday,6,8,2014,0,0,0
d_1309,CA1,54,1309,11430,1.68,Friday,7,8,2014,0,0,0
d_1310,CA1,66,1310,11431,1.68,Saturday,1,8,2014,0,0,0
d_1311,CA1,76,1311,11431,1.68,Sunday,2,8,2014,0,0,0
d_1312,CA1,68,1312,11431,1.68,Monday,3,9,2014,1,1,0
d_1313,CA1,40,1313,11431,1.68,Tuesday,4,9,2014,1,0,1
d_1314,CA1,28,1314,11431,1.68,Wednesday,5,9,2014,1,1,1
d_1315,CA1,38,1315,11431,1.68,Thursday,6,9,2014,1,0,0
d_1316,CA1,50,1316,11431,1.68,Friday,7,9,2014,1,1,1
d_1317,CA1,63,1317,11432,1.68,Saturday,1,9,2014,1,1,1
d_1318,CA1,71,1318,11432,1.68,Sunday,2,9,2014,1,1,0
d_1319,CA1,46,1319,11432,1.68,Monday,3,9,2014,1,0,1
d_1320,CA1,56,1320,11432,1.68,Tuesday,4,9,2014,1,1,1
d_1321,CA1,68,1321,11432,1.68,Wednesday,5,9,2014,1,0,0
d_1322,CA1,42,1322,11432,1.68,Thursday,6,9,2014,0,1,1
d_1323,CA1,55,1323,11432,1.68,Friday,7,9,2014,0,1,1
d_1324,CA1,70,1324,11433,1.68,Saturday,1,9,2014,0,1,0
d_1325,CA1,63,1325,11433,1.68,Sunday,2,9,2014,0,0,1
d_1326,CA1,42,1326,11433,1.68,Monday,3,9,2014,0,1,1
d_1327,CA1,41,1327,11433,1.68,Tuesday,4,9,2014,0,0,0
d_1328,CA1,36,1328,11433,1.68,Wednesday,5,9,2014,0,0,0
d_1329,CA1,45,1329,11433,1.68,Thursday,6,9,2014,0,0,0
d_1330,CA1,61,1330,11433,1.68,Friday,7,9,2014,0,0,0
d_1331,CA1,55,1331,11434,1.68,Saturday,1,9,2014,0,0,0
d_1332,CA1,60,1332,11434,1.68,Sunday,2,9,2014,0,0,0
d_1333,CA1,35,1333,11434,1.68,Monday,3,9,2014,0,0,0
d_1334,CA1,37,1334,11434,1.68,Tuesday,4,9,2014,0,0,0
d_1335,CA1,37,1335,11434,1.68,Wednesday,5,9,2014,0,0,0
d_1336,CA1,27,1336,11434,1.68,Thursday,6,9,2014,0,0,0
d_1337,CA1,40,1337,11434,1.68,Friday,7,9,2014,0,0,0
d_1338,CA1,60,1338,11435,1.68,Saturday,1,9,2014,0,0,0
d_1339,CA1,51,1339,11435,1.68,Sunday,2,9,2014,0,0,0
d_1340,CA1,41,1340,11435,1.68,Monday,3,9,2014,0,0,0
d_1341,CA1,36,1341,11435,1.68,Tuesday,4,9,2014,0,0,0
d_1342,CA1,38,1342,11435,1.68,Wednesday,5,10,2014,1,1,0
d_1343,CA1,41,1343,11435,1.68,Thursday,6,10,2014,1,0,1
d_1344,CA1,65,1344,11435,1.68,Friday,7,10,2014,1,1,1
d_1345,CA1,52,1345,11436,1.68,Saturday,1,10,2014,1,0,0
d_1346,CA1,76,1346,11436,1.68,Sunday,2,10,2014,1,1,1
d_1347,CA1,35,1347,11436,1.68,Monday,3,10,2014,1,1,1
d_1348,CA1,45,1348,11436,1.68,Tuesday,4,10,2014,1,1,0
d_1349,CA1,25,1349,11436,1.68,Wednesday,5,10,2014,1,0,1
d_1350,CA1,39,1350,11436,1.68,Thursday,6,10,2014,1,1,1
d_1351,CA1,55,1351,11436,1.68,Friday,7,10,2014,1,0,0
d_1352,CA1,59,1352,11437,1.68,Saturday,1,10,2014,0,1,1
d_1353,CA1,64,1353,11437,1.68,Sunday,2,10,2014,0,1,1
d_1354,CA1,24,1354,11437,1.68,Monday,3,10,2014,0,1,0
d_1355,CA1,42,1355,11437,1.68,Tuesday,4,10,2014,0,0,1
d_1356,CA1,28,1356,11437,1.68,Wednesday,5,10,2014,0,1,1
d_1357,CA1,52,1357,11437,1.68,Thursday,6,10,2014,0,0,0
d_1358,CA1,55,1358,11437,1.68,Friday,7,10,2014,0,0,0
d_1359,CA1,76,1359,11438,1.68,Saturday,1,10,2014,0,0,0
d_1360,CA1,80,1360,11438,1.68,Sunday,2,10,2014,0,0,0
d_1361,CA1,31,1361,11438,1.68,Monday,3,10,2014,0,0,0
d_1362,CA1,34,1362,11438,1.68,Tuesday,4,10,2014,0,0,0
d_1363,CA1,40,1363,11438,1.68,Wednesday,5,10,2014,0,0,0
d_1364,CA1,37,1364,11438,1.68,Thursday,6,10,2014,0,0,0
d_1365,CA1,54,1365,11438,1.68,Friday,7,10,2014,0,0,0
d_1366,CA1,73,1366,11439,1.68,Saturday,1,10,2014,0,0,0
d_1367,CA1,39,1367,11439,1.68,Sunday,2,10,2014,0,0,0
d_1368,CA1,38,1368,11439,1.68,Monday,3,10,2014,0,0,0
d_1369,CA1,30,1369,11439,1.68,Tuesday,4,10,2014,0,0,0
d_1370,CA1,36,1370,11439,1.68,Wednesday,5,10,2014,0,0,0
d_1371,CA1,36,1371,11439,1.68,Thursday,6,10,2014,0,0,0
d_1372,CA1,39,1372,11439,1.68,Friday,7,10,2014,0,0,0
d_1373,CA1,58,1373,11440,1.68,Saturday,1,11,2014,1,1,0
d_1374,CA1,75,1374,11440,1.68,Sunday,2,11,2014,1,0,1
d_1375,CA1,45,1375,11440,1.68,Monday,3,11,2014,1,1,1
d_1376,CA1,33,1376,11440,1.68,Tuesday,4,11,2014,1,0,0
d_1377,CA1,36,1377,11440,1.68,Wednesday,5,11,2014,1,1,1
d_1378,CA1,38,1378,11440,1.68,Thursday,6,11,2014,1,1,1
d_1379,CA1,33,1379,11440,1.68,Friday,7,11,2014,1,1,0
d_1380,CA1,75,1380,11441,1.68,Saturday,1,11,2014,1,0,1
d_1381,CA1,81,1381,11441,1.68,Sunday,2,11,2014,1,1,1
d_1382,CA1,45,1382,11441,1.68,Monday,3,11,2014,1,0,0
d_1383,CA1,43,1383,11441,1.68,Tuesday,4,11,2014,0,1,1
d_1384,CA1,32,1384,11441,1.68,Wednesday,5,11,2014,0,1,1
d_1385,CA1,35,1385,11441,1.68,Thursday,6,11,2014,0,1,0
d_1386,CA1,52,1386,11441,1.68,Friday,7,11,2014,0,0,1
d_1387,CA1,56,1387,11442,1.68,Saturday,1,11,2014,0,1,1
d_1388,CA1,62,1388,11442,1.68,Sunday,2,11,2014,0,0,0
d_1389,CA1,45,1389,11442,1.68,Monday,3,11,2014,0,0,0
d_1390,CA1,33,1390,11442,1.68,Tuesday,4,11,2014,0,0,0
d_1391,CA1,32,1391,11442,1.68,Wednesday,5,11,2014,0,0,0
d_1392,CA1,32,1392,11442,1.68,Thursday,6,11,2014,0,0,0
d_1393,CA1,38,1393,11442,1.68,Friday,7,11,2014,0,0,0
d_1394,CA1,53,1394,11443,1.68,Saturday,1,11,2014,0,0,0
d_1395,CA1,54,1395,11443,1.68,Sunday,2,11,2014,0,0,0
d_1396,CA1,50,1396,11443,1.68,Monday,3,11,2014,0,0,0
d_1397,CA1,34,1397,11443,1.68,Tuesday,4,11,2014,0,0,0
d_1398,CA1,54,1398,11443,1.68,Wednesday,5,11,2014,0,0,0
d_1399,CA1,68,1399,11443,1.68,Thursday,6,11,2014,0,0,0
d_1400,CA1,48,1400,11443,1.68,Friday,7,11,2014,0,0,0
d_1401,CA1,53,1401,11444,1.68,Saturday,1,11,2014,0,0,0
d_1402,CA1,68,1402,11444,1.68,Sunday,2,11,2014,0,0,0
d_1403,CA1,46,1403,11444,1.68,Monday,3,12,2014,1,1,0
d_1404,CA1,41,1404,11444,1.68,Tuesday,4,12,2014,1,0,1
d_1405,CA1,39,1405,11444,1.68,Wednesday,5,12,2014,1,1,1
d_1406,CA1,53,1406,11444,1.68,Thursday,6,12,2014,1,0,0
d_1407,CA1,61,1407,11444,1.68,Friday,7,12,2014,1,1,1
d_1408,CA1,56,1408,11445,1.68,Saturday,1,12,2014,1,1,1
d_1409,CA1,67,1409,11445,1.68,Sunday,2,12,2014,1,1,0
d_1410,CA1,33,1410,11445,1.68,Monday,3,12,2014,1,0,1
d_1411,CA1,46,1411,11445,1.68,Tuesday,4,12,2014,1,1,1
d_1412,CA1,68,1412,11445,1.68,Wednesday,5,12,2014,1,0,0
d_1413,CA1,27,1413,11445,1.68,Thursday,6,12,2014,0,1,1
d_1414,CA1,45,1414,11445,1.68,Friday,7,12,2014,0,1,1
d_1415,CA1,51,1415,11446,1.68,Saturday,1,12,2014,0,1,0
d_1416,CA1,73,1416,11446,1.68,Sunday,2,12,2014,0,0,1
d_1417,CA1,49,1417,11446,1.68,Monday,3,12,2014,0,1,1
d_1418,CA1,46,1418,11446,1.68,Tuesday,4,12,2014,0,0,0
d_1419,CA1,41,1419,11446,1.68,Wednesday,5,12,2014,0,0,0
d_1420,CA1,47,1420,11446,1.68,Thursday,6,12,2014,0,0,0
d_1421,CA1,66,1421,11446,1.68,Friday,7,12,2014,0,0,0
d_1422,CA1,81,1422,11447,1.68,Saturday,1,12,2014,0,0,0
d_1423,CA1,95,1423,11447,1.68,Sunday,2,12,2014,0,0,0
d_1424,CA1,57,1424,11447,1.68,Monday,3,12,2014,0,0,0
d_1425,CA1,64,1425,11447,1.68,Tuesday,4,12,2014,0,0,0
d_1426,CA1,58,1426,11447,1.68,Wednesday,5,12,2014,0,0,0
d_1427,CA1,0,1427,11447,1.68,Thursday,6,12,2014,0,0,0
d_1428,CA1,46,1428,11447,1.68,Friday,7,12,2014,0,0,0
d_1429,CA1,48,1429,11448,1.68,Saturday,1,12,2014,0,0,0
d_1430,CA1,45,1430,11448,1.68,Sunday,2,12,2014,0,0,0
d_1431,CA1,28,1431,11448,1.68,Monday,3,12,2014,0,0,0
d_1432,CA1,27,1432,11448,1.68,Tuesday,4,12,2014,0,0,0
d_1433,CA1,33,1433,11448,1.68,Wednesday,5,12,2014,0,0,0
d_1434,CA1,42,1434,11448,1.68,Thursday,6,1,2015,1,1,0
d_1435,CA1,39,1435,11448,1.68,Friday,7,1,2015,1,0,1
d_1436,CA1,45,1436,11449,1.68,Saturday,1,1,2015,1,1,1
d_1437,CA1,47,1437,11449,1.68,Sunday,2,1,2015,1,0,0
d_1438,CA1,35,1438,11449,1.68,Monday,3,1,2015,1,1,1
d_1439,CA1,35,1439,11449,1.68,Tuesday,4,1,2015,1,1,1
d_1440,CA1,35,1440,11449,1.68,Wednesday,5,1,2015,1,1,0
d_1441,CA1,43,1441,11449,1.68,Thursday,6,1,2015,1,0,1
d_1442,CA1,33,1442,11449,1.68,Friday,7,1,2015,1,1,1
d_1443,CA1,62,1443,11450,1.68,Saturday,1,1,2015,1,0,0
d_1444,CA1,51,1444,11450,1.68,Sunday,2,1,2015,0,1,1
d_1445,CA1,35,1445,11450,1.68,Monday,3,1,2015,0,1,1
d_1446,CA1,18,1446,11450,1.68,Tuesday,4,1,2015,0,1,0
d_1447,CA1,23,1447,11450,1.68,Wednesday,5,1,2015,0,0,1
d_1448,CA1,34,1448,11450,1.68,Thursday,6,1,2015,0,1,1
d_1449,CA1,35,1449,11450,1.68,Friday,7,1,2015,0,0,0
d_1450,CA1,46,1450,11451,1.68,Saturday,1,1,2015,0,0,0
d_1451,CA1,56,1451,11451,1.68,Sunday,2,1,2015,0,0,0
d_1452,CA1,42,1452,11451,1.68,Monday,3,1,2015,0,0,0
d_1453,CA1,40,1453,11451,1.68,Tuesday,4,1,2015,0,0,0
d_1454,CA1,37,1454,11451,1.68,Wednesday,5,1,2015,0,0,0
d_1455,CA1,21,1455,11451,1.68,Thursday,6,1,2015,0,0,0
d_1456,CA1,43,1456,11451,1.68,Friday,7,1,2015,0,0,0
d_1457,CA1,47,1457,11452,1.68,Saturday,1,1,2015,0,0,0
d_1458,CA1,41,1458,11452,1.68,Sunday,2,1,2015,0,0,0
d_1459,CA1,28,1459,11452,1.68,Monday,3,1,2015,0,0,0
d_1460,CA1,30,1460,11452,1.68,Tuesday,4,1,2015,0,0,0
d_1461,CA1,26,1461,11452,1.68,Wednesday,5,1,2015,0,0,0
d_1462,CA1,20,1462,11452,1.68,Thursday,6,1,2015,0,0,0
d_1463,CA1,31,1463,11452,1.68,Friday,7,1,2015,0,0,0
d_1464,CA1,55,1464,11501,1.68,Saturday,1,1,2015,0,0,0
d_1465,CA1,44,1465,11501,1.68,Sunday,2,2,2015,1,1,0
d_1466,CA1,39,1466,11501,1.68,Monday,3,2,2015,1,0,1
d_1467,CA1,37,1467,11501,1.68,Tuesday,4,2,2015,1,1,1
d_1468,CA1,34,1468,11501,1.68,Wednesday,5,2,2015,1,0,0
d_1469,CA1,39,1469,11501,1.68,Thursday,6,2,2015,1,1,1
d_1470,CA1,30,1470,11501,1.68,Friday,7,2,2015,1,1,1
d_1471,CA1,56,1471,11502,1.68,Saturday,1,2,2015,1,1,0
d_1472,CA1,54,1472,11502,1.68,Sunday,2,2,2015,1,0,1
d_1473,CA1,50,1473,11502,1.68,Monday,3,2,2015,1,1,1
d_1474,CA1,36,1474,11502,1.68,Tuesday,4,2,2015,1,0,0
d_1475,CA1,40,1475,11502,1.68,Wednesday,5,2,2015,0,1,1
d_1476,CA1,31,1476,11502,1.68,Thursday,6,2,2015,0,1,1
d_1477,CA1,44,1477,11502,1.68,Friday,7,2,2015,0,1,0
d_1478,CA1,54,1478,11503,1.68,Saturday,1,2,2015,0,0,1
d_1479,CA1,35,1479,11503,1.68,Sunday,2,2,2015,0,1,1
d_1480,CA1,38,1480,11503,1.68,Monday,3,2,2015,0,0,0
d_1481,CA1,34,1481,11503,1.68,Tuesday,4,2,2015,0,0,0
d_1482,CA1,24,1482,11503,1.68,Wednesday,5,2,2015,0,0,0
d_1483,CA1,31,1483,11503,1.68,Thursday,6,2,2015,0,0,0
d_1484,CA1,27,1484,11503,1.68,Friday,7,2,2015,0,0,0
d_1485,CA1,36,1485,11504,1.68,Saturday,1,2,2015,0,0,0
d_1486,CA1,43,1486,11504,1.68,Sunday,2,2,2015,0,0,0
d_1487,CA1,26,1487,11504,1.68,Monday,3,2,2015,0,0,0
d_1488,CA1,27,1488,11504,1.68,Tuesday,4,2,2015,0,0,0
d_1489,CA1,21,1489,11504,1.68,Wednesday,5,2,2015,0,0,0
d_1490,CA1,26,1490,11504,1.68,Thursday,6,2,2015,0,0,0
d_1491,CA1,33,1491,11504,1.68,Friday,7,2,2015,0,0,0
d_1492,CA1,31,1492,11505,1.68,Saturday,1,2,2015,0,0,0
d_1493,CA1,48,1493,11505,1.68,Sunday,2,3,2015,1,1,0
d_1494,CA1,29,1494,11505,1.68,Monday,3,3,2015,1,0,1
d_1495,CA1,27,1495,11505,1.68,Tuesday,4,3,2015,1,1,1
d_1496,CA1,30,1496,11505,1.68,Wednesday,5,3,2015,1,0,0
d_1497,CA1,36,1497,11505,1.68,Thursday,6,3,2015,1,1,1
d_1498,CA1,42,1498,11505,1.68,Friday,7,3,2015,1,1,1
d_1499,CA1,45,1499,11506,1.68,Saturday,1,3,2015,1,1,0
d_1500,CA1,58,1500,11506,1.68,Sunday,2,3,2015,1,0,1
d_1501,CA1,42,1501,11506,1.68,Monday,3,3,2015,1,1,1
d_1502,CA1,36,1502,11506,1.68,Tuesday,4,3,2015,1,0,0
d_1503,CA1,41,1503,11506,1.68,Wednesday,5,3,2015,0,1,1
d_1504,CA1,40,1504,11506,1.68,Thursday,6,3,2015,0,1,1
d_1505,CA1,47,1505,11506,1.68,Friday,7,3,2015,0,1,0
d_1506,CA1,67,1506,11507,1.68,Saturday,1,3,2015,0,0,1
d_1507,CA1,53,1507,11507,1.68,Sunday,2,3,2015,0,1,1
d_1508,CA1,20,1508,11507,1.68,Monday,3,3,2015,0,0,0
d_1509,CA1,42,1509,11507,1.68,Tuesday,4,3,2015,0,0,0
d_1510,CA1,32,1510,11507,1.68,Wednesday,5,3,2015,0,0,0
d_1511,CA1,30,1511,11507,1.68,Thursday,6,3,2015,0,0,0
d_1512,CA1,39,1512,11507,1.68,Friday,7,3,2015,0,0,0
d_1513,CA1,45,1513,11508,1.68,Saturday,1,3,2015,0,0,0
d_1514,CA1,52,1514,11508,1.68,Sunday,2,3,2015,0,0,0
d_1515,CA1,38,1515,11508,1.68,Monday,3,3,2015,0,0,0
d_1516,CA1,31,1516,11508,1.68,Tuesday,4,3,2015,0,0,0
d_1517,CA1,32,1517,11508,1.68,Wednesday,5,3,2015,0,0,0
d_1518,CA1,32,1518,11508,1.68,Thursday,6,3,2015,0,0,0
d_1519,CA1,33,1519,11508,1.68,Friday,7,3,2015,0,0,0
d_1520,CA1,47,1520,11509,1.68,Saturday,1,3,2015,0,0,0
d_1521,CA1,56,1521,11509,1.68,Sunday,2,3,2015,0,0,0
d_1522,CA1,42,1522,11509,1.68,Monday,3,3,2015,0,0,0
d_1523,CA1,29,1523,11509,1.68,Tuesday,4,3,2015,0,0,0
d_1524,CA1,35,1524,11509,1.68,Wednesday,5,4,2015,1,1,0
d_1525,CA1,41,1525,11509,1.68,Thursday,6,4,2015,1,0,1
d_1526,CA1,49,1526,11509,1.68,Friday,7,4,2015,1,1,1
d_1527,CA1,64,1527,11510,1.68,Saturday,1,4,2015,1,0,0
d_1528,CA1,68,1528,11510,1.68,Sunday,2,4,2015,1,1,1
d_1529,CA1,28,1529,11510,1.68,Monday,3,4,2015,1,1,1
d_1530,CA1,36,1530,11510,1.68,Tuesday,4,4,2015,1,1,0
d_1531,CA1,41,1531,11510,1.68,Wednesday,5,4,2015,1,0,1
d_1532,CA1,30,1532,11510,1.68,Thursday,6,4,2015,1,1,1
d_1533,CA1,32,1533,11510,1.68,Friday,7,4,2015,1,0,0
d_1534,CA1,61,1534,11511,1.68,Saturday,1,4,2015,0,1,1
d_1535,CA1,68,1535,11511,1.68,Sunday,2,4,2015,0,1,1
d_1536,CA1,37,1536,11511,1.68,Monday,3,4,2015,0,1,0
d_1537,CA1,26,1537,11511,1.68,Tuesday,4,4,2015,0,0,1
d_1538,CA1,38,1538,11511,1.68,Wednesday,5,4,2015,0,1,1
d_1539,CA1,34,1539,11511,1.68,Thursday,6,4,2015,0,0,0
d_1540,CA1,56,1540,11511,1.68,Friday,7,4,2015,0,0,0
d_1541,CA1,42,1541,11512,1.68,Saturday,1,4,2015,0,0,0
d_1542,CA1,59,1542,11512,1.68,Sunday,2,4,2015,0,0,0
d_1543,CA1,44,1543,11512,1.68,Monday,3,4,2015,0,0,0
d_1544,CA1,44,1544,11512,1.68,Tuesday,4,4,2015,0,0,0
d_1545,CA1,55,1545,11512,1.68,Wednesday,5,4,2015,0,0,0
d_1546,CA1,40,1546,11512,1.68,Thursday,6,4,2015,0,0,0
d_1547,CA1,56,1547,11512,1.68,Friday,7,4,2015,0,0,0
d_1548,CA1,37,1548,11513,1.68,Saturday,1,4,2015,0,0,0
d_1549,CA1,57,1549,11513,1.68,Sunday,2,4,2015,0,0,0
d_1550,CA1,30,1550,11513,1.68,Monday,3,4,2015,0,0,0
d_1551,CA1,28,1551,11513,1.68,Tuesday,4,4,2015,0,0,0
d_1552,CA1,28,1552,11513,1.68,Wednesday,5,4,2015,0,0,0
d_1553,CA1,37,1553,11513,1.68,Thursday,6,4,2015,0,0,0
d_1554,CA1,41,1554,11513,1.68,Friday,7,5,2015,1,1,0
d_1555,CA1,50,1555,11514,1.68,Saturday,1,5,2015,1,0,1
d_1556,CA1,55,1556,11514,1.68,Sunday,2,5,2015,1,1,1
d_1557,CA1,44,1557,11514,1.68,Monday,3,5,2015,1,0,0
d_1558,CA1,33,1558,11514,1.68,Tuesday,4,5,2015,1,1,1
d_1559,CA1,32,1559,11514,1.68,Wednesday,5,5,2015,1,1,1
d_1560,CA1,32,1560,11514,1.68,Thursday,6,5,2015,1,1,0
d_1561,CA1,58,1561,11514,1.68,Friday,7,5,2015,1,0,1
d_1562,CA1,75,1562,11515,1.68,Saturday,1,5,2015,1,1,1
d_1563,CA1,59,1563,11515,1.68,Sunday,2,5,2015,1,0,0
d_1564,CA1,59,1564,11515,1.68,Monday,3,5,2015,0,1,1
d_1565,CA1,56,1565,11515,1.68,Tuesday,4,5,2015,0,1,1
d_1566,CA1,56,1566,11515,1.68,Wednesday,5,5,2015,0,1,0
d_1567,CA1,30,1567,11515,1.68,Thursday,6,5,2015,0,0,1
d_1568,CA1,78,1568,11515,1.68,Friday,7,5,2015,0,1,1
d_1569,CA1,52,1569,11516,1.68,Saturday,1,5,2015,0,0,0
d_1570,CA1,78,1570,11516,1.68,Sunday,2,5,2015,0,0,0
d_1571,CA1,53,1571,11516,1.68,Monday,3,5,2015,0,0,0
d_1572,CA1,25,1572,11516,1.68,Tuesday,4,5,2015,0,0,0
d_1573,CA1,39,1573,11516,1.68,Wednesday,5,5,2015,0,0,0
d_1574,CA1,53,1574,11516,1.68,Thursday,6,5,2015,0,0,0
d_1575,CA1,47,1575,11516,1.68,Friday,7,5,2015,0,0,0
d_1576,CA1,67,1576,11517,1.68,Saturday,1,5,2015,0,0,0
d_1577,CA1,81,1577,11517,1.68,Sunday,2,5,2015,0,0,0
d_1578,CA1,53,1578,11517,1.68,Monday,3,5,2015,0,0,0
d_1579,CA1,40,1579,11517,1.68,Tuesday,4,5,2015,0,0,0
d_1580,CA1,35,1580,11517,1.68,Wednesday,5,5,2015,0,0,0
d_1581,CA1,44,1581,11517,1.68,Thursday,6,5,2015,0,0,0
d_1582,CA1,46,1582,11517,1.68,Friday,7,5,2015,0,0,0
d_1583,CA1,84,1583,11518,1.68,Saturday,1,5,2015,0,0,0
d_1584,CA1,84,1584,11518,1.68,Sunday,2,5,2015,0,0,0
d_1585,CA1,68,1585,11518,1.68,Monday,3,6,2015,1,1,0
d_1586,CA1,37,1586,11518,1.68,Tuesday,4,6,2015,1,0,1
d_1587,CA1,50,1587,11518,1.68,Wednesday,5,6,2015,1,1,1
d_1588,CA1,48,1588,11518,1.68,Thursday,6,6,2015,1,0,0
d_1589,CA1,46,1589,11518,1.68,Friday,7,6,2015,1,1,1
d_1590,CA1,69,1590,11519,1.68,Saturday,1,6,2015,1,1,1
d_1591,CA1,64,1591,11519,1.68,Sunday,2,6,2015,1,1,0
d_1592,CA1,46,1592,11519,1.68,Monday,3,6,2015,1,0,1
d_1593,CA1,59,1593,11519,1.68,Tuesday,4,6,2015,1,1,1
d_1594,CA1,58,1594,11519,1.68,Wednesday,5,6,2015,1,0,0
d_1595,CA1,67,1595,11519,1.68,Thursday,6,6,2015,0,1,1
d_1596,CA1,60,1596,11519,1.68,Friday,7,6,2015,0,1,1
d_1597,CA1,66,1597,11520,1.68,Saturday,1,6,2015,0,1,0
d_1598,CA1,86,1598,11520,1.68,Sunday,2,6,2015,0,0,1
d_1599,CA1,44,1599,11520,1.68,Monday,3,6,2015,0,1,1
d_1600,CA1,39,1600,11520,1.68,Tuesday,4,6,2015,0,0,0
d_1601,CA1,51,1601,11520,1.68,Wednesday,5,6,2015,0,0,0
d_1602,CA1,44,1602,11520,1.68,Thursday,6,6,2015,0,0,0
d_1603,CA1,48,1603,11520,1.68,Friday,7,6,2015,0,0,0
d_1604,CA1,74,1604,11521,1.68,Saturday,1,6,2015,0,0,0
d_1605,CA1,82,1605,11521,1.68,Sunday,2,6,2015,0,0,0
d_1606,CA1,38,1606,11521,1.68,Monday,3,6,2015,0,0,0
d_1607,CA1,65,1607,11521,1.68,Tuesday,4,6,2015,0,0,0
d_1608,CA1,40,1608,11521,1.68,Wednesday,5,6,2015,0,0,0
d_1609,CA1,60,1609,11521,1.68,Thursday,6,6,2015,0,0,0
d_1610,CA1,48,1610,11521,1.68,Friday,7,6,2015,0,0,0
d_1611,CA1,83,1611,11522,1.68,Saturday,1,6,2015,0,0,0
d_1612,CA1,61,1612,11522,1.68,Sunday,2,6,2015,0,0,0
d_1613,CA1,44,1613,11522,1.68,Monday,3,6,2015,0,0,0
d_1614,CA1,55,1614,11522,1.68,Tuesday,4,6,2015,0,0,0
d_1615,CA1,49,1615,11522,1.68,Wednesday,5,7,2015,1,1,0
d_1616,CA1,50,1616,11522,1.68,Thursday,6,7,2015,1,0,1
d_1617,CA1,59,1617,11522,1.68,Friday,7,7,2015,1,1,1
d_1618,CA1,60,1618,11523,1.68,Saturday,1,7,2015,1,0,0
d_1619,CA1,57,1619,11523,1.68,Sunday,2,7,2015,1,1,1
d_1620,CA1,41,1620,11523,1.68,Monday,3,7,2015,1,1,1
d_1621,CA1,42,1621,11523,1.68,Tuesday,4,7,2015,1,1,0
d_1622,CA1,38,1622,11523,1.68,Wednesday,5,7,2015,1,0,1
d_1623,CA1,45,1623,11523,1.68,Thursday,6,7,2015,1,1,1
d_1624,CA1,56,1624,11523,1.68,Friday,7,7,2015,1,0,0
d_1625,CA1,57,1625,11524,1.68,Saturday,1,7,2015,0,1,1
d_1626,CA1,86,1626,11524,1.68,Sunday,2,7,2015,0,1,1
d_1627,CA1,42,1627,11524,1.68,Monday,3,7,2015,0,1,0
d_1628,CA1,41,1628,11524,1.68,Tuesday,4,7,2015,0,0,1
d_1629,CA1,28,1629,11524,1.68,Wednesday,5,7,2015,0,1,1
d_1630,CA1,36,1630,11524,1.68,Thursday,6,7,2015,0,0,0
d_1631,CA1,52,1631,11524,1.68,Friday,7,7,2015,0,0,0
d_1632,CA1,44,1632,11525,1.68,Saturday,1,7,2015,0,0,0
d_1633,CA1,74,1633,11525,1.68,Sunday,2,7,2015,0,0,0
d_1634,CA1,51,1634,11525,1.68,Monday,3,7,2015,0,0,0
d_1635,CA1,40,1635,11525,1.68,Tuesday,4,7,2015,0,0,0
d_1636,CA1,29,1636,11525,1.68,Wednesday,5,7,2015,0,0,0
d_1637,CA1,32,1637,11525,1.68,Thursday,6,7,2015,0,0,0
d_1638,CA1,61,1638,11525,1.68,Friday,7,7,2015,0,0,0
d_1639,CA1,48,1639,11526,1.68,Saturday,1,7,2015,0,0,0
d_1640,CA1,71,1640,11526,1.68,Sunday,2,7,2015,0,0,0
d_1641,CA1,41,1641,11526,1.68,Monday,3,7,2015,0,0,0
d_1642,CA1,41,1642,11526,1.68,Tuesday,4,7,2015,0,0,0
d_1643,CA1,34,1643,11526,1.68,Wednesday,5,7,2015,0,0,0
d_1644,CA1,33,1644,11526,1.68,Thursday,6,7,2015,0,0,0
d_1645,CA1,64,1645,11526,1.68,Friday,7,7,2015,0,0,0
d_1646,CA1,69,1646,11527,1.68,Saturday,1,8,2015,1,1,0
d_1647,CA1,65,1647,11527,1.68,Sunday,2,8,2015,1,0,1
d_1648,CA1,61,1648,11527,1.68,Monday,3,8,2015,1,1,1
d_1649,CA1,47,1649,11527,1.68,Tuesday,4,8,2015,1,0,0
d_1650,CA1,60,1650,11527,1.68,Wednesday,5,8,2015,1,1,1
d_1651,CA1,45,1651,11527,1.68,Thursday,6,8,2015,1,1,1
d_1652,CA1,55,1652,11527,1.68,Friday,7,8,2015,1,1,0
d_1653,CA1,61,1653,11528,1.68,Saturday,1,8,2015,1,0,1
d_1654,CA1,90,1654,11528,1.68,Sunday,2,8,2015,1,1,1
d_1655,CA1,59,1655,11528,1.68,Monday,3,8,2015,1,0,0
d_1656,CA1,66,1656,11528,1.68,Tuesday,4,8,2015,0,1,1
d_1657,CA1,48,1657,11528,1.68,Wednesday,5,8,2015,0,1,1
d_1658,CA1,53,1658,11528,1.68,Thursday,6,8,2015,0,1,0
d_1659,CA1,54,1659,11528,1.68,Friday,7,8,2015,0,0,1
d_1660,CA1,83,1660,11529,1.68,Saturday,1,8,2015,0,1,1
d_1661,CA1,79,1661,11529,1.68,Sunday,2,8,2015,0,0,0
d_1662,CA1,62,1662,11529,1.68,Monday,3,8,2015,0,0,0
d_1663,CA1,50,1663,11529,1.68,Tuesday,4,8,2015,0,0,0
